id,blockid,block,plan operator,variable,answer,answer with test
22152,2,"    df1 = pd.DataFrame()
    df1[[""item_id"",""rating0""]] = ratings[[""item_id"",""rating""]]
    df2 = df1.merge(df, left_on = ""item_id"", right_on = ""item_id"", how = ""left"")",TODO,df1,"def best_worst_movies(ratings, threshold = 50, size = 10):
    """"""
    Get the top movies with highest average ratings and top movies with lowest average ratings

    args:
        ratings (pd.DataFrame)  : Dataframe containing user ratings

    kwargs:
        threshold (int) : movies that are considered should have more ratings than this threshold
        size (int) : the number of movies with lowest / highest average ratings to get

    return: Tuple (best_movie_ids, worst_movie_ids)
            best_movie_ids (List[int])  : a list of ids for movies with the highest average ratings, sorted from highest to lowest average rating.
            worst_movie_ids [List[int]] : a list of ids for movies with the lowest average ratings, sorted from lowest to highest average rating.
    """"""
    df = ratings[[""item_id"",""rating""]].groupby(""item_id"").count()
    df1 = pd.DataFrame()
    df1[[""item_id"",""rating0""]] = ratings[[""item_id"",""rating""]]
    df2 = df1.merge(df, left_on = ""item_id"", right_on = ""item_id"", how = ""left"")
    df3 = df2[df2['rating'] >= threshold]
    df4 = df3.groupby(""item_id"").mean(""rating0"")
    df5=df4.reset_index()
    df6 = df5.sort_values(""rating0"")
    list0 = df6[""item_id""].tolist()
    list1 = list0[:size]
    list2 = list0[-size:]
    list2.reverse()
    return list2, list1","def best_worst_movies(ratings, threshold = 50, size = 10):
    """"""
    Get the top movies with highest average ratings and top movies with lowest average ratings

    args:
        ratings (pd.DataFrame)  : Dataframe containing user ratings

    kwargs:
        threshold (int) : movies that are considered should have more ratings than this threshold
        size (int) : the number of movies with lowest / highest average ratings to get

    return: Tuple (best_movie_ids, worst_movie_ids)
            best_movie_ids (List[int])  : a list of ids for movies with the highest average ratings, sorted from highest to lowest average rating.
            worst_movie_ids [List[int]] : a list of ids for movies with the lowest average ratings, sorted from lowest to highest average rating.
    """"""
    df = ratings[[""item_id"",""rating""]].groupby(""item_id"").count()
    df1 = pd.DataFrame()
    df1[[""item_id"",""rating0""]] = ratings[[""item_id"",""rating""]]
    df2 = df1.merge(df, left_on = ""item_id"", right_on = ""item_id"", how = ""left"")
    df3 = df2[df2['rating'] >= threshold]
    df4 = df3.groupby(""item_id"").mean(""rating0"")
    df5=df4.reset_index()
    df6 = df5.sort_values(""rating0"")
    list0 = df6[""item_id""].tolist()
    list1 = list0[:size]
    list2 = list0[-size:]
    list2.reverse()
    return list2, list1
# local test
def test_best_worst_movies():
    best_movie_ids, worst_movie_ids = best_worst_movies(ratings)
    assert isinstance(best_movie_ids, list) and isinstance(worst_movie_ids, list)
    assert len(best_movie_ids) == len(worst_movie_ids) == 10
    assert best_movie_ids[0] == 408
    assert worst_movie_ids[0] == 931
    print(""All tests passed!"")

test_best_worst_movies()"
22152,3,"    df2 = df1.merge(df, left_on = ""item_id"", right_on = ""item_id"", how = ""left"")
    df3 = df2[df2['rating'] >= threshold]",TODO,df2,"def best_worst_movies(ratings, threshold = 50, size = 10):
    """"""
    Get the top movies with highest average ratings and top movies with lowest average ratings

    args:
        ratings (pd.DataFrame)  : Dataframe containing user ratings

    kwargs:
        threshold (int) : movies that are considered should have more ratings than this threshold
        size (int) : the number of movies with lowest / highest average ratings to get

    return: Tuple (best_movie_ids, worst_movie_ids)
            best_movie_ids (List[int])  : a list of ids for movies with the highest average ratings, sorted from highest to lowest average rating.
            worst_movie_ids [List[int]] : a list of ids for movies with the lowest average ratings, sorted from lowest to highest average rating.
    """"""
    df = ratings[[""item_id"",""rating""]].groupby(""item_id"").count()
    df1 = pd.DataFrame()
    df1[[""item_id"",""rating0""]] = ratings[[""item_id"",""rating""]]
    df2 = df1.merge(df, left_on = ""item_id"", right_on = ""item_id"", how = ""left"")
    df3 = df2[df2['rating'] >= threshold]
    df4 = df3.groupby(""item_id"").mean(""rating0"")
    df5=df4.reset_index()
    df6 = df5.sort_values(""rating0"")
    list0 = df6[""item_id""].tolist()
    list1 = list0[:size]
    list2 = list0[-size:]
    list2.reverse()
    return list2, list1","def best_worst_movies(ratings, threshold = 50, size = 10):
    """"""
    Get the top movies with highest average ratings and top movies with lowest average ratings

    args:
        ratings (pd.DataFrame)  : Dataframe containing user ratings

    kwargs:
        threshold (int) : movies that are considered should have more ratings than this threshold
        size (int) : the number of movies with lowest / highest average ratings to get

    return: Tuple (best_movie_ids, worst_movie_ids)
            best_movie_ids (List[int])  : a list of ids for movies with the highest average ratings, sorted from highest to lowest average rating.
            worst_movie_ids [List[int]] : a list of ids for movies with the lowest average ratings, sorted from lowest to highest average rating.
    """"""
    df = ratings[[""item_id"",""rating""]].groupby(""item_id"").count()
    df1 = pd.DataFrame()
    df1[[""item_id"",""rating0""]] = ratings[[""item_id"",""rating""]]
    df2 = df1.merge(df, left_on = ""item_id"", right_on = ""item_id"", how = ""left"")
    df3 = df2[df2['rating'] >= threshold]
    df4 = df3.groupby(""item_id"").mean(""rating0"")
    df5=df4.reset_index()
    df6 = df5.sort_values(""rating0"")
    list0 = df6[""item_id""].tolist()
    list1 = list0[:size]
    list2 = list0[-size:]
    list2.reverse()
    return list2, list1
# local test
def test_best_worst_movies():
    best_movie_ids, worst_movie_ids = best_worst_movies(ratings)
    assert isinstance(best_movie_ids, list) and isinstance(worst_movie_ids, list)
    assert len(best_movie_ids) == len(worst_movie_ids) == 10
    assert best_movie_ids[0] == 408
    assert worst_movie_ids[0] == 931
    print(""All tests passed!"")

test_best_worst_movies()"
22152,4,"    df3 = df2[df2['rating'] >= threshold]
    df4 = df3.groupby(""item_id"").mean(""rating0"")",TODO,df3,"def best_worst_movies(ratings, threshold = 50, size = 10):
    """"""
    Get the top movies with highest average ratings and top movies with lowest average ratings

    args:
        ratings (pd.DataFrame)  : Dataframe containing user ratings

    kwargs:
        threshold (int) : movies that are considered should have more ratings than this threshold
        size (int) : the number of movies with lowest / highest average ratings to get

    return: Tuple (best_movie_ids, worst_movie_ids)
            best_movie_ids (List[int])  : a list of ids for movies with the highest average ratings, sorted from highest to lowest average rating.
            worst_movie_ids [List[int]] : a list of ids for movies with the lowest average ratings, sorted from lowest to highest average rating.
    """"""
    df = ratings[[""item_id"",""rating""]].groupby(""item_id"").count()
    df1 = pd.DataFrame()
    df1[[""item_id"",""rating0""]] = ratings[[""item_id"",""rating""]]
    df2 = df1.merge(df, left_on = ""item_id"", right_on = ""item_id"", how = ""left"")
    df3 = df2[df2['rating'] >= threshold]
    df4 = df3.groupby(""item_id"").mean(""rating0"")
    df5=df4.reset_index()
    df6 = df5.sort_values(""rating0"")
    list0 = df6[""item_id""].tolist()
    list1 = list0[:size]
    list2 = list0[-size:]
    list2.reverse()
    return list2, list1","def best_worst_movies(ratings, threshold = 50, size = 10):
    """"""
    Get the top movies with highest average ratings and top movies with lowest average ratings

    args:
        ratings (pd.DataFrame)  : Dataframe containing user ratings

    kwargs:
        threshold (int) : movies that are considered should have more ratings than this threshold
        size (int) : the number of movies with lowest / highest average ratings to get

    return: Tuple (best_movie_ids, worst_movie_ids)
            best_movie_ids (List[int])  : a list of ids for movies with the highest average ratings, sorted from highest to lowest average rating.
            worst_movie_ids [List[int]] : a list of ids for movies with the lowest average ratings, sorted from lowest to highest average rating.
    """"""
    df = ratings[[""item_id"",""rating""]].groupby(""item_id"").count()
    df1 = pd.DataFrame()
    df1[[""item_id"",""rating0""]] = ratings[[""item_id"",""rating""]]
    df2 = df1.merge(df, left_on = ""item_id"", right_on = ""item_id"", how = ""left"")
    df3 = df2[df2['rating'] >= threshold]
    df4 = df3.groupby(""item_id"").mean(""rating0"")
    df5=df4.reset_index()
    df6 = df5.sort_values(""rating0"")
    list0 = df6[""item_id""].tolist()
    list1 = list0[:size]
    list2 = list0[-size:]
    list2.reverse()
    return list2, list1
# local test
def test_best_worst_movies():
    best_movie_ids, worst_movie_ids = best_worst_movies(ratings)
    assert isinstance(best_movie_ids, list) and isinstance(worst_movie_ids, list)
    assert len(best_movie_ids) == len(worst_movie_ids) == 10
    assert best_movie_ids[0] == 408
    assert worst_movie_ids[0] == 931
    print(""All tests passed!"")

test_best_worst_movies()"
22152,5,"    df4 = df3.groupby(""item_id"").mean(""rating0"")
    df5=df4.reset_index()",TODO,df4,"def best_worst_movies(ratings, threshold = 50, size = 10):
    """"""
    Get the top movies with highest average ratings and top movies with lowest average ratings

    args:
        ratings (pd.DataFrame)  : Dataframe containing user ratings

    kwargs:
        threshold (int) : movies that are considered should have more ratings than this threshold
        size (int) : the number of movies with lowest / highest average ratings to get

    return: Tuple (best_movie_ids, worst_movie_ids)
            best_movie_ids (List[int])  : a list of ids for movies with the highest average ratings, sorted from highest to lowest average rating.
            worst_movie_ids [List[int]] : a list of ids for movies with the lowest average ratings, sorted from lowest to highest average rating.
    """"""
    df = ratings[[""item_id"",""rating""]].groupby(""item_id"").count()
    df1 = pd.DataFrame()
    df1[[""item_id"",""rating0""]] = ratings[[""item_id"",""rating""]]
    df2 = df1.merge(df, left_on = ""item_id"", right_on = ""item_id"", how = ""left"")
    df3 = df2[df2['rating'] >= threshold]
    df4 = df3.groupby(""item_id"").mean(""rating0"")
    df5=df4.reset_index()
    df6 = df5.sort_values(""rating0"")
    list0 = df6[""item_id""].tolist()
    list1 = list0[:size]
    list2 = list0[-size:]
    list2.reverse()
    return list2, list1","def best_worst_movies(ratings, threshold = 50, size = 10):
    """"""
    Get the top movies with highest average ratings and top movies with lowest average ratings

    args:
        ratings (pd.DataFrame)  : Dataframe containing user ratings

    kwargs:
        threshold (int) : movies that are considered should have more ratings than this threshold
        size (int) : the number of movies with lowest / highest average ratings to get

    return: Tuple (best_movie_ids, worst_movie_ids)
            best_movie_ids (List[int])  : a list of ids for movies with the highest average ratings, sorted from highest to lowest average rating.
            worst_movie_ids [List[int]] : a list of ids for movies with the lowest average ratings, sorted from lowest to highest average rating.
    """"""
    df = ratings[[""item_id"",""rating""]].groupby(""item_id"").count()
    df1 = pd.DataFrame()
    df1[[""item_id"",""rating0""]] = ratings[[""item_id"",""rating""]]
    df2 = df1.merge(df, left_on = ""item_id"", right_on = ""item_id"", how = ""left"")
    df3 = df2[df2['rating'] >= threshold]
    df4 = df3.groupby(""item_id"").mean(""rating0"")
    df5=df4.reset_index()
    df6 = df5.sort_values(""rating0"")
    list0 = df6[""item_id""].tolist()
    list1 = list0[:size]
    list2 = list0[-size:]
    list2.reverse()
    return list2, list1
# local test
def test_best_worst_movies():
    best_movie_ids, worst_movie_ids = best_worst_movies(ratings)
    assert isinstance(best_movie_ids, list) and isinstance(worst_movie_ids, list)
    assert len(best_movie_ids) == len(worst_movie_ids) == 10
    assert best_movie_ids[0] == 408
    assert worst_movie_ids[0] == 931
    print(""All tests passed!"")

test_best_worst_movies()"
22152,6,"    df5=df4.reset_index()
    df6 = df5.sort_values(""rating0"")",TODO,df5,"def best_worst_movies(ratings, threshold = 50, size = 10):
    """"""
    Get the top movies with highest average ratings and top movies with lowest average ratings

    args:
        ratings (pd.DataFrame)  : Dataframe containing user ratings

    kwargs:
        threshold (int) : movies that are considered should have more ratings than this threshold
        size (int) : the number of movies with lowest / highest average ratings to get

    return: Tuple (best_movie_ids, worst_movie_ids)
            best_movie_ids (List[int])  : a list of ids for movies with the highest average ratings, sorted from highest to lowest average rating.
            worst_movie_ids [List[int]] : a list of ids for movies with the lowest average ratings, sorted from lowest to highest average rating.
    """"""
    df = ratings[[""item_id"",""rating""]].groupby(""item_id"").count()
    df1 = pd.DataFrame()
    df1[[""item_id"",""rating0""]] = ratings[[""item_id"",""rating""]]
    df2 = df1.merge(df, left_on = ""item_id"", right_on = ""item_id"", how = ""left"")
    df3 = df2[df2['rating'] >= threshold]
    df4 = df3.groupby(""item_id"").mean(""rating0"")
    df5=df4.reset_index()
    df6 = df5.sort_values(""rating0"")
    list0 = df6[""item_id""].tolist()
    list1 = list0[:size]
    list2 = list0[-size:]
    list2.reverse()
    return list2, list1","def best_worst_movies(ratings, threshold = 50, size = 10):
    """"""
    Get the top movies with highest average ratings and top movies with lowest average ratings

    args:
        ratings (pd.DataFrame)  : Dataframe containing user ratings

    kwargs:
        threshold (int) : movies that are considered should have more ratings than this threshold
        size (int) : the number of movies with lowest / highest average ratings to get

    return: Tuple (best_movie_ids, worst_movie_ids)
            best_movie_ids (List[int])  : a list of ids for movies with the highest average ratings, sorted from highest to lowest average rating.
            worst_movie_ids [List[int]] : a list of ids for movies with the lowest average ratings, sorted from lowest to highest average rating.
    """"""
    df = ratings[[""item_id"",""rating""]].groupby(""item_id"").count()
    df1 = pd.DataFrame()
    df1[[""item_id"",""rating0""]] = ratings[[""item_id"",""rating""]]
    df2 = df1.merge(df, left_on = ""item_id"", right_on = ""item_id"", how = ""left"")
    df3 = df2[df2['rating'] >= threshold]
    df4 = df3.groupby(""item_id"").mean(""rating0"")
    df5=df4.reset_index()
    df6 = df5.sort_values(""rating0"")
    list0 = df6[""item_id""].tolist()
    list1 = list0[:size]
    list2 = list0[-size:]
    list2.reverse()
    return list2, list1
# local test
def test_best_worst_movies():
    best_movie_ids, worst_movie_ids = best_worst_movies(ratings)
    assert isinstance(best_movie_ids, list) and isinstance(worst_movie_ids, list)
    assert len(best_movie_ids) == len(worst_movie_ids) == 10
    assert best_movie_ids[0] == 408
    assert worst_movie_ids[0] == 931
    print(""All tests passed!"")

test_best_worst_movies()"
22152,7,"    df6 = df5.sort_values(""rating0"")
    list0 = df6[""item_id""].tolist()",TODO,df6,"def best_worst_movies(ratings, threshold = 50, size = 10):
    """"""
    Get the top movies with highest average ratings and top movies with lowest average ratings

    args:
        ratings (pd.DataFrame)  : Dataframe containing user ratings

    kwargs:
        threshold (int) : movies that are considered should have more ratings than this threshold
        size (int) : the number of movies with lowest / highest average ratings to get

    return: Tuple (best_movie_ids, worst_movie_ids)
            best_movie_ids (List[int])  : a list of ids for movies with the highest average ratings, sorted from highest to lowest average rating.
            worst_movie_ids [List[int]] : a list of ids for movies with the lowest average ratings, sorted from lowest to highest average rating.
    """"""
    df = ratings[[""item_id"",""rating""]].groupby(""item_id"").count()
    df1 = pd.DataFrame()
    df1[[""item_id"",""rating0""]] = ratings[[""item_id"",""rating""]]
    df2 = df1.merge(df, left_on = ""item_id"", right_on = ""item_id"", how = ""left"")
    df3 = df2[df2['rating'] >= threshold]
    df4 = df3.groupby(""item_id"").mean(""rating0"")
    df5=df4.reset_index()
    df6 = df5.sort_values(""rating0"")
    list0 = df6[""item_id""].tolist()
    list1 = list0[:size]
    list2 = list0[-size:]
    list2.reverse()
    return list2, list1","def best_worst_movies(ratings, threshold = 50, size = 10):
    """"""
    Get the top movies with highest average ratings and top movies with lowest average ratings

    args:
        ratings (pd.DataFrame)  : Dataframe containing user ratings

    kwargs:
        threshold (int) : movies that are considered should have more ratings than this threshold
        size (int) : the number of movies with lowest / highest average ratings to get

    return: Tuple (best_movie_ids, worst_movie_ids)
            best_movie_ids (List[int])  : a list of ids for movies with the highest average ratings, sorted from highest to lowest average rating.
            worst_movie_ids [List[int]] : a list of ids for movies with the lowest average ratings, sorted from lowest to highest average rating.
    """"""
    df = ratings[[""item_id"",""rating""]].groupby(""item_id"").count()
    df1 = pd.DataFrame()
    df1[[""item_id"",""rating0""]] = ratings[[""item_id"",""rating""]]
    df2 = df1.merge(df, left_on = ""item_id"", right_on = ""item_id"", how = ""left"")
    df3 = df2[df2['rating'] >= threshold]
    df4 = df3.groupby(""item_id"").mean(""rating0"")
    df5=df4.reset_index()
    df6 = df5.sort_values(""rating0"")
    list0 = df6[""item_id""].tolist()
    list1 = list0[:size]
    list2 = list0[-size:]
    list2.reverse()
    return list2, list1
# local test
def test_best_worst_movies():
    best_movie_ids, worst_movie_ids = best_worst_movies(ratings)
    assert isinstance(best_movie_ids, list) and isinstance(worst_movie_ids, list)
    assert len(best_movie_ids) == len(worst_movie_ids) == 10
    assert best_movie_ids[0] == 408
    assert worst_movie_ids[0] == 931
    print(""All tests passed!"")

test_best_worst_movies()"
22152,8,"    list0 = df6[""item_id""].tolist()
    list1 = list0[:size]
    list2 = list0[-size:]",TODO,list0,"def best_worst_movies(ratings, threshold = 50, size = 10):
    """"""
    Get the top movies with highest average ratings and top movies with lowest average ratings

    args:
        ratings (pd.DataFrame)  : Dataframe containing user ratings

    kwargs:
        threshold (int) : movies that are considered should have more ratings than this threshold
        size (int) : the number of movies with lowest / highest average ratings to get

    return: Tuple (best_movie_ids, worst_movie_ids)
            best_movie_ids (List[int])  : a list of ids for movies with the highest average ratings, sorted from highest to lowest average rating.
            worst_movie_ids [List[int]] : a list of ids for movies with the lowest average ratings, sorted from lowest to highest average rating.
    """"""
    df = ratings[[""item_id"",""rating""]].groupby(""item_id"").count()
    df1 = pd.DataFrame()
    df1[[""item_id"",""rating0""]] = ratings[[""item_id"",""rating""]]
    df2 = df1.merge(df, left_on = ""item_id"", right_on = ""item_id"", how = ""left"")
    df3 = df2[df2['rating'] >= threshold]
    df4 = df3.groupby(""item_id"").mean(""rating0"")
    df5=df4.reset_index()
    df6 = df5.sort_values(""rating0"")
    list0 = df6[""item_id""].tolist()
    list1 = list0[:size]
    list2 = list0[-size:]
    list2.reverse()
    return list2, list1","def best_worst_movies(ratings, threshold = 50, size = 10):
    """"""
    Get the top movies with highest average ratings and top movies with lowest average ratings

    args:
        ratings (pd.DataFrame)  : Dataframe containing user ratings

    kwargs:
        threshold (int) : movies that are considered should have more ratings than this threshold
        size (int) : the number of movies with lowest / highest average ratings to get

    return: Tuple (best_movie_ids, worst_movie_ids)
            best_movie_ids (List[int])  : a list of ids for movies with the highest average ratings, sorted from highest to lowest average rating.
            worst_movie_ids [List[int]] : a list of ids for movies with the lowest average ratings, sorted from lowest to highest average rating.
    """"""
    df = ratings[[""item_id"",""rating""]].groupby(""item_id"").count()
    df1 = pd.DataFrame()
    df1[[""item_id"",""rating0""]] = ratings[[""item_id"",""rating""]]
    df2 = df1.merge(df, left_on = ""item_id"", right_on = ""item_id"", how = ""left"")
    df3 = df2[df2['rating'] >= threshold]
    df4 = df3.groupby(""item_id"").mean(""rating0"")
    df5=df4.reset_index()
    df6 = df5.sort_values(""rating0"")
    list0 = df6[""item_id""].tolist()
    list1 = list0[:size]
    list2 = list0[-size:]
    list2.reverse()
    return list2, list1
# local test
def test_best_worst_movies():
    best_movie_ids, worst_movie_ids = best_worst_movies(ratings)
    assert isinstance(best_movie_ids, list) and isinstance(worst_movie_ids, list)
    assert len(best_movie_ids) == len(worst_movie_ids) == 10
    assert best_movie_ids[0] == 408
    assert worst_movie_ids[0] == 931
    print(""All tests passed!"")

test_best_worst_movies()"
22152,9,"    list1 = list0[:size]
    list2 = list0[-size:]
    list2.reverse()
    return list2, list1",TODO,list1,"def best_worst_movies(ratings, threshold = 50, size = 10):
    """"""
    Get the top movies with highest average ratings and top movies with lowest average ratings

    args:
        ratings (pd.DataFrame)  : Dataframe containing user ratings

    kwargs:
        threshold (int) : movies that are considered should have more ratings than this threshold
        size (int) : the number of movies with lowest / highest average ratings to get

    return: Tuple (best_movie_ids, worst_movie_ids)
            best_movie_ids (List[int])  : a list of ids for movies with the highest average ratings, sorted from highest to lowest average rating.
            worst_movie_ids [List[int]] : a list of ids for movies with the lowest average ratings, sorted from lowest to highest average rating.
    """"""
    df = ratings[[""item_id"",""rating""]].groupby(""item_id"").count()
    df1 = pd.DataFrame()
    df1[[""item_id"",""rating0""]] = ratings[[""item_id"",""rating""]]
    df2 = df1.merge(df, left_on = ""item_id"", right_on = ""item_id"", how = ""left"")
    df3 = df2[df2['rating'] >= threshold]
    df4 = df3.groupby(""item_id"").mean(""rating0"")
    df5=df4.reset_index()
    df6 = df5.sort_values(""rating0"")
    list0 = df6[""item_id""].tolist()
    list1 = list0[:size]
    list2 = list0[-size:]
    list2.reverse()
    return list2, list1","def best_worst_movies(ratings, threshold = 50, size = 10):
    """"""
    Get the top movies with highest average ratings and top movies with lowest average ratings

    args:
        ratings (pd.DataFrame)  : Dataframe containing user ratings

    kwargs:
        threshold (int) : movies that are considered should have more ratings than this threshold
        size (int) : the number of movies with lowest / highest average ratings to get

    return: Tuple (best_movie_ids, worst_movie_ids)
            best_movie_ids (List[int])  : a list of ids for movies with the highest average ratings, sorted from highest to lowest average rating.
            worst_movie_ids [List[int]] : a list of ids for movies with the lowest average ratings, sorted from lowest to highest average rating.
    """"""
    df = ratings[[""item_id"",""rating""]].groupby(""item_id"").count()
    df1 = pd.DataFrame()
    df1[[""item_id"",""rating0""]] = ratings[[""item_id"",""rating""]]
    df2 = df1.merge(df, left_on = ""item_id"", right_on = ""item_id"", how = ""left"")
    df3 = df2[df2['rating'] >= threshold]
    df4 = df3.groupby(""item_id"").mean(""rating0"")
    df5=df4.reset_index()
    df6 = df5.sort_values(""rating0"")
    list0 = df6[""item_id""].tolist()
    list1 = list0[:size]
    list2 = list0[-size:]
    list2.reverse()
    return list2, list1
# local test
def test_best_worst_movies():
    best_movie_ids, worst_movie_ids = best_worst_movies(ratings)
    assert isinstance(best_movie_ids, list) and isinstance(worst_movie_ids, list)
    assert len(best_movie_ids) == len(worst_movie_ids) == 10
    assert best_movie_ids[0] == 408
    assert worst_movie_ids[0] == 931
    print(""All tests passed!"")

test_best_worst_movies()"
22152,10,"    list2 = list0[-size:]
    list2.reverse()
    return list2, list1",TODO,list2,"def best_worst_movies(ratings, threshold = 50, size = 10):
    """"""
    Get the top movies with highest average ratings and top movies with lowest average ratings

    args:
        ratings (pd.DataFrame)  : Dataframe containing user ratings

    kwargs:
        threshold (int) : movies that are considered should have more ratings than this threshold
        size (int) : the number of movies with lowest / highest average ratings to get

    return: Tuple (best_movie_ids, worst_movie_ids)
            best_movie_ids (List[int])  : a list of ids for movies with the highest average ratings, sorted from highest to lowest average rating.
            worst_movie_ids [List[int]] : a list of ids for movies with the lowest average ratings, sorted from lowest to highest average rating.
    """"""
    df = ratings[[""item_id"",""rating""]].groupby(""item_id"").count()
    df1 = pd.DataFrame()
    df1[[""item_id"",""rating0""]] = ratings[[""item_id"",""rating""]]
    df2 = df1.merge(df, left_on = ""item_id"", right_on = ""item_id"", how = ""left"")
    df3 = df2[df2['rating'] >= threshold]
    df4 = df3.groupby(""item_id"").mean(""rating0"")
    df5=df4.reset_index()
    df6 = df5.sort_values(""rating0"")
    list0 = df6[""item_id""].tolist()
    list1 = list0[:size]
    list2 = list0[-size:]
    list2.reverse()
    return list2, list1","def best_worst_movies(ratings, threshold = 50, size = 10):
    """"""
    Get the top movies with highest average ratings and top movies with lowest average ratings

    args:
        ratings (pd.DataFrame)  : Dataframe containing user ratings

    kwargs:
        threshold (int) : movies that are considered should have more ratings than this threshold
        size (int) : the number of movies with lowest / highest average ratings to get

    return: Tuple (best_movie_ids, worst_movie_ids)
            best_movie_ids (List[int])  : a list of ids for movies with the highest average ratings, sorted from highest to lowest average rating.
            worst_movie_ids [List[int]] : a list of ids for movies with the lowest average ratings, sorted from lowest to highest average rating.
    """"""
    df = ratings[[""item_id"",""rating""]].groupby(""item_id"").count()
    df1 = pd.DataFrame()
    df1[[""item_id"",""rating0""]] = ratings[[""item_id"",""rating""]]
    df2 = df1.merge(df, left_on = ""item_id"", right_on = ""item_id"", how = ""left"")
    df3 = df2[df2['rating'] >= threshold]
    df4 = df3.groupby(""item_id"").mean(""rating0"")
    df5=df4.reset_index()
    df6 = df5.sort_values(""rating0"")
    list0 = df6[""item_id""].tolist()
    list1 = list0[:size]
    list2 = list0[-size:]
    list2.reverse()
    return list2, list1
# local test
def test_best_worst_movies():
    best_movie_ids, worst_movie_ids = best_worst_movies(ratings)
    assert isinstance(best_movie_ids, list) and isinstance(worst_movie_ids, list)
    assert len(best_movie_ids) == len(worst_movie_ids) == 10
    assert best_movie_ids[0] == 408
    assert worst_movie_ids[0] == 931
    print(""All tests passed!"")

test_best_worst_movies()"
1355,1,"    counts_df = ratings.groupby('item_id').count().reset_index()[['item_id',  'rating']].rename(columns={""rating"": ""counts""})
    counts_df_filtered = counts_df[counts_df['counts'] > threshold]",TODO,counts_df,"def best_worst_movies(ratings, threshold = 50, size = 10):
    """"""
    Get the top movies with highest average ratings and top movies with lowest average ratings

    args:
        ratings (pd.DataFrame)  : Dataframe containing user ratings

    kwargs:
        threshold (int) : movies that are considered should have more ratings than this threshold
        size (int) : the number of movies with lowest / highest average ratings to get

    return: Tuple (best_movie_ids, worst_movie_ids)
            best_movie_ids (List[int])  : a list of ids for movies with the highest average ratings, sorted from highest to lowest average rating.
            worst_movie_ids [List[int]] : a list of ids for movies with the lowest average ratings, sorted from lowest to highest average rating.
    """"""
    counts_df = ratings.groupby('item_id').count().reset_index()[['item_id',  'rating']].rename(columns={""rating"": ""counts""})
    counts_df_filtered = counts_df[counts_df['counts'] > threshold]
    ratings = counts_df_filtered.merge(ratings, on='item_id')
    ratings_trf = ratings.groupby('item_id').mean().reset_index()[['item_id', 'rating']].sort_values(by=['rating'])
    worst_df = ratings_trf.head(size)['item_id'].tolist()
    best_df = ratings_trf.tail(size)['item_id'].tolist()
    return (best_df[::-1], worst_df)        
    ","def best_worst_movies(ratings, threshold = 50, size = 10):
    """"""
    Get the top movies with highest average ratings and top movies with lowest average ratings

    args:
        ratings (pd.DataFrame)  : Dataframe containing user ratings

    kwargs:
        threshold (int) : movies that are considered should have more ratings than this threshold
        size (int) : the number of movies with lowest / highest average ratings to get

    return: Tuple (best_movie_ids, worst_movie_ids)
            best_movie_ids (List[int])  : a list of ids for movies with the highest average ratings, sorted from highest to lowest average rating.
            worst_movie_ids [List[int]] : a list of ids for movies with the lowest average ratings, sorted from lowest to highest average rating.
    """"""
    counts_df = ratings.groupby('item_id').count().reset_index()[['item_id',  'rating']].rename(columns={""rating"": ""counts""})
    counts_df_filtered = counts_df[counts_df['counts'] > threshold]
    ratings = counts_df_filtered.merge(ratings, on='item_id')
    ratings_trf = ratings.groupby('item_id').mean().reset_index()[['item_id', 'rating']].sort_values(by=['rating'])
    worst_df = ratings_trf.head(size)['item_id'].tolist()
    best_df = ratings_trf.tail(size)['item_id'].tolist()
    return (best_df[::-1], worst_df)        
    
# local test
def test_best_worst_movies():
    best_movie_ids, worst_movie_ids = best_worst_movies(ratings)
    assert isinstance(best_movie_ids, list) and isinstance(worst_movie_ids, list)
    assert len(best_movie_ids) == len(worst_movie_ids) == 10
    assert best_movie_ids[0] == 408
    assert worst_movie_ids[0] == 931
    print(""All tests passed!"")

test_best_worst_movies()"
